"scientific_name","social"
"Zosterops lateralis",0
"Zosterops auriventer",1
"Zosterops melanurus",1
"Zosterops everetti",1
"Zosterops fuscicapilla",1
"Zosterops flavifrons",1
"Zosterops superciliosus",0
"Zosterops explorator",1
"Zosterops hypoxanthus",0
"Zosterops mysorensis",0
"Zosterops hamlini",0
"Zosterops oblitus",0
"Zosterops rendovae",0
"Zosterops oleagineus",0
"Zosterops finschii",1
"Zosterops cinereus",1
"Zosterops rotensis",0
"Zosterops metcalfii",1
"Zosterops novaeguineae",1
"Zosterops kuehni",0
"Zosterops grayi",0
"Zosterops uropygialis",0
"Zosterops kulambangrae",0
"Zosterops tetiparius",1
"Zosterops natalis",0
"Zosterops conspicillatus",1
"Zosterops semperi",0
"Zosterops hypolais",1
"Zosterops inornatus",1
"Zosterops samoensis",1
"Zosterops tenuirostris",1
"Zosterops minutus",1
"Zosterops rennellianus",0
"Timalia pileata",0
"Dumetia hyperythra",1
"Dumetia atriceps",0
"Mixornis kelleyi",0
"Mixornis flavicollis",0
"Mixornis gularis",0
"Mixornis bornensis",0
"Macronus ptilosus",0
"Macronus striaticeps",0
"Cyanoderma chrysaeum",0
"Cyanoderma erythropterum",0
"Cyanoderma bicolor",0
"Cyanoderma melanothorax",1
"Cyanoderma pyrrhops",1
"Cyanoderma ruficeps",0
"Cyanoderma rufifrons",1
"Melanocichla lugubris",1
"Melanocichla calva",1
"Pomatorhinus ferruginosus",0
"Pomatorhinus ochraceiceps",0
"Pomatorhinus superciliaris",1
"Pomatorhinus ruficollis",0
"Pomatorhinus musicus",1
"Pomatorhinus schisticeps",0
"Pomatorhinus horsfieldii",0
"Pomatorhinus bornensis",0
"Pomatorhinus montanus",0
"Erythrogenys hypoleucos",0
"Erythrogenys erythrogenys",0
"Erythrogenys gravivox",0
"Stachyris grammiceps",1
"Stachyris nigriceps",0
"Stachyris nonggangensis",1
"Stachyris herberti",1
"Stachyris roberti",1
"Stachyris leucotis",0
"Stachyris thoracica",0
"Stachyris oglei",1
"Stachyris strialata",0
"Graminicola bengalensis",0
"Turdinus macrodactylus",0
"Turdinus atrigularis",0
"Malacopteron affine",0
"Malacopteron albogulare",0
"Malacopteron cinereum",1
"Malacopteron magnum",0
"Malacopteron magnirostre",1
"Malacopteron palawanense",0
"Gampsorhynchus rufulus",1
"Schoeniparus cinereus",1
"Schoeniparus castaneceps",1
"Schoeniparus klossi",1
"Schoeniparus variegaticeps",0
"Schoeniparus rufogularis",0
"Schoeniparus dubius",0
"Schoeniparus brunneus",0
"Pellorneum ruficeps",0
"Pellorneum fuscocapillus",0
"Pellorneum capistratum",0
"Pellorneum capistratoides",0
"Pellorneum malaccense",0
"Pellorneum cinereiceps",0
"Pellorneum albiventre",0
"Pellorneum tickelli",0
"Pellorneum rostratum",0
"Pellorneum bicolor",0
"Laticilla burnesii",0
"Illadopsis fulvescens",0
"Illadopsis rufipennis",0
"Illadopsis distans",0
"Illadopsis pyrrhoptera",0
"Illadopsis cleaveri",0
"Illadopsis albipectus",0
"Illadopsis puveli",0
"Illadopsis rufescens",0
"Kenopia striata",0
"Malacocincla abbotti",0
"Malacocincla sepiaria",0
"Gypsophila crassa",0
"Gypsophila brevicaudata",0
"Gypsophila crispifrons",0
"Ptilocichla mindanensis",0
"Ptilocichla leucogrammica",0
"Napothera epilepidota",0
"Napothera malacoptila",0
"Alcippe poioicephala",1
"Alcippe grotei",1
"Alcippe brunneicauda",0
"Alcippe pyrrhoptera",0
"Alcippe nipalensis",1
"Alcippe morrisonia",1
"Alcippe peracensis",0
"Grammatoptila striata",0
"Cutia nipalensis",1
"Cutia legalleni",1
"Laniellus langbianis",0
"Laniellus albonotatus",0
"Trochalopteron subunicolor",0
"Trochalopteron austeni",0
"Trochalopteron squamatum",0
"Trochalopteron lineatum",0
"Trochalopteron imbricatum",0
"Trochalopteron virgatum",0
"Trochalopteron variegatum",1
"Trochalopteron affine",0
"Trochalopteron henrici",0
"Trochalopteron elliotii",0
"Trochalopteron milnei",1
"Trochalopteron yersini",0
"Trochalopteron erythrocephalum",0
"Trochalopteron chrysopterum",0
"Trochalopteron formosum",0
"Trochalopteron melanostigma",0
"Trochalopteron ngoclinhense",0
"Trochalopteron peninsulae",0
"Montecincla cachinnans",0
"Montecincla fairbanki",1
"Heterophasia picaoides",1
"Heterophasia auricularis",0
"Heterophasia capistrata",1
"Heterophasia pulchella",1
"Heterophasia gracilis",0
"Heterophasia melanoleuca",0
"Heterophasia desgodinsi",1
"Sibia nipalensis",0
"Sibia morrisoniana",0
"Sibia waldeni",0
"Sibia souliei",0
"Siva cyanouroptera",0
"Chrysominla strigula",0
"Actinodura egertoni",0
"Actinodura ramsayi",1
"Actinodura sodangorum",0
"Leiothrix lutea",1
"Leiothrix argentauris",1
"Minla ignotincta",1
"Leioptila annectens",0
"Liocichla bugunorum",0
"Liocichla steerii",0
"Liocichla phoenicea",0
"Argya malcolmi",1
"Argya cinereifrons",1
"Argya longirostris",0
"Argya subrufa",1
"Argya rufescens",1
"Argya striata",1
"Argya somervillei",1
"Argya affinis",1
"Argya rubiginosa",1
"Argya aylmeri",1
"Argya altirostris",1
"Argya caudata",1
"Argya fulva",1
"Argya squamiceps",1
"Argya earlei",1
"Argya gularis",0
"Acanthoptila nipalensis",0
"Phyllanthus atripennis",0
"Kupeornis gilberti",1
"Kupeornis chapini",1
"Kupeornis rufocinctus",0
"Turdoides plebejus",0
"Turdoides leucopygia",1
"Turdoides hindei",0
"Turdoides squamulata",0
"Turdoides jardineii",0
"Turdoides gymnogenys",0
"Turdoides leucocephala",0
"Turdoides reinwardtii",1
"Turdoides tenebrosa",0
"Turdoides bicolor",1
"Turdoides hartlaubii",0
"Turdoides sharpei",1
"Turdoides melanops",1
"Turdoides hypoleuca",1
"Garrulax merulinus",0
"Garrulax annamensis",0
"Garrulax canorus",0
"Garrulax taewanus",0
"Garrulax monileger",1
"Garrulax rufifrons",1
"Garrulax palliatus",1
"Garrulax leucolophus",1
"Garrulax bicolor",1
"Garrulax milleti",1
"Garrulax strepitans",1
"Garrulax ferrarius",1
"Garrulax maesi",1
"Garrulax castanotis",1
"Ianthocincla rufogularis",0
"Ianthocincla konkakinhensis",0
"Ianthocincla ocellata",0
"Pterorhinus delesserti",1
"Pterorhinus gularis",1
"Pterorhinus galbanus",0
"Pterorhinus courtoisi",1
"Pterorhinus mitratus",0
"Pterorhinus ruficollis",0
"Pterorhinus nuchalis",0
"Pterorhinus chinensis",0
"Pterorhinus sannio",0
"Pterorhinus perspicillatus",0
"Pterorhinus pectoralis",1
"Pterorhinus davidi",0
"Pterorhinus lanceolatus",0
"Pterorhinus waddelli",0
"Pterorhinus albogularis",1
"Pterorhinus ruficeps",1
"Pterorhinus caerulatus",0
"Pterorhinus berthemyi",1
"Pterorhinus poecilorhynchus",0
"Modulatrix stictigula",0
"Kakamega poliothorax",0
"Promerops cafer",1
"Promerops gurneyi",0
"Irena puella",1
"Irena tweeddalii",1
"Regulus ignicapilla",1
"Regulus regulus",1
"Hyliota flavigaster",1
"Hyliota australis",0
"Hyliota usambara",0
"Hyliota violacea",1
"Campylorhynchus albobrunneus",0
"Campylorhynchus fasciatus",1
"Campylorhynchus griseus",0
"Campylorhynchus rufinucha",0
"Campylorhynchus capistratus",0
"Campylorhynchus gularis",1
"Campylorhynchus yucatanicus",0
"Campylorhynchus turdinus",0
"Odontorchilus branickii",0
"Odontorchilus cinereus",0
"Cinnycerthia olivascens",1
"Cinnycerthia peruana",1
"Cinnycerthia fulva",1
"Cistothorus apolinari",0
"Cistothorus platensis",0
"Pheugopedius atrogularis",0
"Pheugopedius fasciatoventris",0
"Pheugopedius euophrys",0
"Pheugopedius schulenbergi",0
"Pheugopedius eisenmanni",0
"Pheugopedius genibarbis",0
"Pheugopedius mystacalis",0
"Pheugopedius coraya",0
"Pheugopedius maculipectus",0
"Pheugopedius rutilus",0
"Pheugopedius sclateri",0
"Pheugopedius paucimaculatus",0
"Thryophilus pleurostictus",0
"Thryophilus rufalbus",0
"Thryophilus sernai",0
"Cantorchilus modestus",0
"Cantorchilus leucotis",0
"Cantorchilus superciliaris",0
"Cantorchilus guarayanus",0
"Cantorchilus longirostris",0
"Cantorchilus griseus",0
"Cantorchilus semibadius",0
"Cantorchilus nigricapillus",0
"Cantorchilus leucopogon",0
"Troglodytes troglodytes",0
"Troglodytes tanneri",0
"Troglodytes aedon",0
"Troglodytes musculus",0
"Troglodytes beani",0
"Troglodytes martinicensis",0
"Troglodytes mesoleucus",0
"Troglodytes musicus",0
"Troglodytes grenadensis",0
"Troglodytes rufociliatus",0
"Troglodytes ochraceus",0
"Troglodytes solstitialis",0
"Henicorhina leucosticta",0
"Henicorhina leucophrys",0
"Microcerculus marginatus",0
"Microcerculus ustulatus",0
"Cyphorhinus dichrous",0
"Cyphorhinus thoracicus",0
"Cyphorhinus arada",0
"Cyphorhinus phaeocephalus",0
"Ramphocaenus sticturus",0
"Ramphocaenus melanurus",0
"Microbates cinereiventris",0
"Microbates collaris",0
"Polioptila guianensis",0
"Polioptila schistaceigula",0
"Polioptila attenboroughi",0
"Polioptila plumbea",0
"Polioptila lactea",0
"Polioptila dumicola",0
"Polioptila lembeyei",0
"Polioptila bilineata",0
"Polioptila caerulea",0
"Polioptila melanura",0
"Polioptila californica",0
"Polioptila albiloris",0
"Sitta magna",0
"Sitta carolinensis",0
"Sitta formosa",0
"Sitta azurea",0
"Sitta solangiae",0
"Sitta oenochlamys",0
"Sitta pygmaea",0
"Sitta pusilla",0
"Sitta insularis",1
"Sitta canadensis",0
"Sitta villosa",0
"Sitta neumayer",0
"Sitta tephronota",0
"Sitta arctica",0
"Sitta victoriae",0
"Sitta europaea",1
"Tichodroma muraria",0
"Certhia familiaris",0
"Certhia himalayana",0
"Certhia nipalensis",0
"Certhia discolor",0
"Salpornis spilonota",1
"Mimus thenca",1
"Mimus longicaudatus",1
"Mimus saturninus",1
"Mimus patagonicus",0
"Mimus triurus",0
"Mimus parvulus",1
"Mimus trifasciatus",1
"Mimus macdonaldi",1
"Mimus melanotis",0
"Toxostoma rufum",0
"Toxostoma longirostre",0
"Toxostoma cinereum",0
"Toxostoma bendirei",0
"Toxostoma curvirostre",0
"Toxostoma redivivum",0
"Toxostoma crissale",0
"Toxostoma lecontei",0
"Ramphocinclus brachyurus",0
"Ramphocinclus sanctaeluciae",0
"Melanotis hypoleucus",1
"Margarops fuscatus",1
"Cinclocerthia ruficauda",1
"Aplonis metallica",0
"Aplonis mystacea",0
"Aplonis cantoroides",1
"Aplonis brunneicapillus",0
"Aplonis grandis",0
"Aplonis dichroa",0
"Aplonis panayensis",0
"Aplonis mysolensis",0
"Scissirostrum dubium",1
"Gracula religiosa",1
"Acridotheres fuscus",1
"Acridotheres albocinctus",1
"Acridotheres ginginianus",1
"Acridotheres burmannicus",1
"Acridotheres leucocephalus",0
"Acridotheres melanopterus",1
"Gracupica floweri",0
"Sturnia pagodarum",0
"Sturnus unicolor",1
"Creatophora cinerea",1
"Lamprotornis caudatus",1
"Lamprotornis albicapillus",1
"Onychognathus nabouroup",0
"Onychognathus salvadorii",0
"Onychognathus neumanni",1
"Poeoptera lugubris",1
"Rhabdornis mystacalis",0
"Rhabdornis inornatus",1
"Rhabdornis grandis",0
"Buphagus africanus",0
"Buphagus erythrorynchus",1
"Grandala coelicolor",1
"Sialia currucoides",1
"Sialia mexicana",1
"Sialia sialis",1
"Neocossyphus rufus",1
"Pinarornis plumosus",0
"Myadestes genibarbis",1
"Myadestes melanops",1
"Cochoa viridis",1
"Ridgwayia pinicola",1
"Cichlopsis leucogenys",0
"Entomodestes coracinus",1
"Entomodestes leucotis",1
"Hylocichla mustelina",1
"Catharus fuscater",0
"Catharus ustulatus",1
"Zoothera dixoni",1
"Zoothera mollissima",1
"Zoothera everetti",1
"Geokichla sibirica",1
"Geokichla peronii",1
"Turdus viscivorus",1
"Turdus libonyana",0
"Turdus ludoviciae",1
"Turdus iliacus",1
"Turdus boulboul",1
"Turdus unicolor",1
"Turdus dissimilis",0
"Turdus obscurus",1
"Turdus kessleri",1
"Turdus pilaris",1
"Turdus rubrocanus",1
"Turdus albocinctus",1
"Cataponera turdoides",1
"Turdus migratorius",1
"Turdus infuscatus",1
"Turdus rufitorques",1
"Turdus nigrescens",1
"Turdus plumbeus",0
"Turdus rubripes",0
"Turdus ardosiaceus",0
"Turdus lherminieri",1
"Turdus plebejus",1
"Turdus leucops",0
"Turdus serranus",1
"Turdus fuscater",1
"Turdus flavipes",0
"Turdus albicollis",0
"Turdus obsoletus",1
"Turdus fumigatus",0
"Turdus rufiventris",0
"Turdus grayi",0
"Turdus sanchezorum",0
"Alethe castanea",1
"Agricola pallidus",0
"Agricola infuscatus",0
"Fraseria cinerascens",0
"Fraseria ocreata",1
"Fraseria griseigularis",0
"Fraseria plumbea",0
"Fraseria olivascens",0
"Fraseria lendu",0
"Melaenornis fischeri",0
"Melaenornis annamarulae",0
"Melaenornis ardesiacus",0
"Melaenornis edolioides",0
"Melaenornis pammelaina",0
"Namibornis herero",0
"Empidornis semipartitus",0
"Sigelus silens",0
"Bradornis comitatus",0
"Bradornis microrhynchus",0
"Myopornis boehmi",0
"Artomyias ussheri",0
"Artomyias fuliginosa",1
"Humblotia flavirostris",0
"Muscicapa griseisticta",0
"Muscicapa sibirica",0
"Muscicapa muttui",0
"Muscicapa randi",0
"Muscicapa segregata",0
"Muscicapa dauurica",0
"Muscicapa williamsoni",0
"Muscicapa sodhii",1
"Muscicapa sethsmithi",0
"Muscicapa epulata",0
"Muscicapa adusta",0
"Muscicapa striata",0
"Muscicapa gambagae",0
"Muscicapa cassini",0
"Muscicapa aquatica",0
"Cyornis concretus",0
"Niltava davidi",0
"Niltava sundara",0
"Niltava sumatrana",0
"Niltava vivida",0
"Niltava macgrigoriae",0
"Niltava grandis",0
"Cyanoptila cyanomelana",0
"Eumyias albicaudatus",0
"Eumyias indigo",0
"Eumyias thalassinus",0
"Eumyias panayensis",0
"Eumyias sanfordi",0
"Eumyias hoevelli",0
"Eumyias hyacinthinus",0
"Eumyias oscillans",0
"Eumyias sordidus",0
"Anthipes monileger",0
"Anthipes solitaris",0
"Cyornis unicolor",0
"Cyornis rubeculoides",0
"Cyornis hainanus",0
"Cyornis superbus",0
"Cyornis turcosus",0
"Cyornis lemprieri",0
"Cyornis caerulatus",0
"Cyornis herioti",0
"Cyornis ruficauda",0
"Cyornis ruficrissa",0
"Cyornis pallidipes",0
"Cyornis brunneatus",0
"Cyornis umbratilis",0
"Cyornis tickelliae",0
"Cyornis whitei",0
"Cyornis rufigastra",0
"Cyornis kalaoensis",0
"Cyornis banyumas",0
"Cyornis montanus",0
"Cyornis kadayangensis",1
"Cyornis poliogenys",0
"Cyornis olivaceus",0
"Cyornis colonus",0
"Stiphrornis mabirae",0
"Chamaetylas poliocephala",1
"Chamaetylas choloensis",1
"Cossypha albicapillus",1
"Cichladusa arquata",1
"Cichladusa guttata",0
"Dessonornis anomalus",0
"Dessonornis macclounii",0
"Dessonornis mbuluensis",0
"Sheppardia montana",1
"Sheppardia sharpei",1
"Vauriella gularis",1
"Vauriella goodfellowi",0
"Ficedula zanthopygia",0
"Ficedula narcissina",0
"Ficedula tricolor",0
"Ficedula hyperythra",0
"Ficedula mugimaki",0
"Ficedula erithacus",1
"Ficedula hodgsoni",0
"Ficedula strophiata",0
"Ficedula sapphira",0
"Ficedula superciliaris",0
"Ficedula westermanni",0
"Ficedula ruficauda",0
"Ficedula parva",0
"Ficedula albicilla",0
"Ficedula nigrorufa",0
"Ficedula dumetoria",0
"Ficedula disposita",0
"Ficedula platenae",0
"Ficedula harterti",0
"Ficedula timorensis",0
"Ficedula basilanica",0
"Ficedula crypta",0
"Phoenicurus phoenicurus",0
"Monticola cinclorhyncha",1
"Saxicola insignis",1
"Saxicola stejnegeri",0
"Saxicola torquatus",0
"Myrmecocichla tholloni",1
"Oenanthe heuglinii",0
"Oenanthe pleschanka",0
"Oenanthe leucopyga",0
"Cinclus mexicanus",0
"Chloropsis palawanensis",0
"Chloropsis sonnerati",0
"Chloropsis cyanopogon",0
"Chloropsis cochinchinensis",1
"Chloropsis kinabaluensis",1
"Chloropsis jerdoni",0
"Chloropsis aurifrons",1
"Chloropsis hardwickii",0
"Chloropsis venusta",0
"Prionochilus maculatus",0
"Prionochilus plateni",0
"Dicaeum chrysorrheum",0
"Dicaeum melanozanthum",0
"Dicaeum vincens",0
"Dicaeum agile",1
"Dicaeum annae",0
"Dicaeum aureolimbatum",0
"Dicaeum anthonyi",0
"Dicaeum kampalili",0
"Dicaeum bicolor",0
"Dicaeum australe",0
"Dicaeum haematostictum",0
"Dicaeum retrocinctum",0
"Dicaeum quadricolor",0
"Dicaeum hypoleucum",0
"Dicaeum erythrorhynchos",0
"Dicaeum concolor",0
"Dicaeum pygmaeum",0
"Dicaeum nehrkorni",0
"Dicaeum erythrothorax",0
"Dicaeum vulneratum",0
"Dicaeum pectorale",0
"Dicaeum nitidum",0
"Dicaeum aeneum",0
"Dicaeum igniferum",1
"Dicaeum maugei",0
"Dicaeum keiense",0
"Dicaeum hirundinaceum",0
"Dicaeum celebicum",0
"Dicaeum ignipectus",0
"Dicaeum cambodianum",0
"Dicaeum beccarii",0
"Dicaeum luzoniense",0
"Dicaeum sanguinolentum",0
"Dicaeum cruentatum",0
"Dicaeum trochileum",0
"Deleornis fraseri",1
"Anthreptes malacensis",0
"Anthreptes neglectus",0
"Anthreptes aurantius",0
"Anthreptes seimundi",1
"Anthreptes rectirostris",0
"Anthreptes rubritorques",0
"Hedydipna collaris",0
"Hedydipna platura",0
"Hedydipna metallica",0
"Hedydipna pallidigaster",1
"Anabathmis reichenbachii",0
"Anabathmis newtonii",0
"Dreptes thomensis",0
"Anthobaphes violacea",0
"Cyanomitra cyanolaema",1
"Cyanomitra olivacea",1
"Chalcomitra fuliginosa",0
"Chalcomitra senegalensis",0
"Chalcomitra balfouri",0
"Leptocoma zeylonica",0
"Leptocoma sperata",1
"Leptocoma aspasia",1
"Nectarinia bocagii",1
"Nectarinia purpureiventris",1
"Nectarinia tacazze",1
"Nectarinia kilimensis",0
"Nectarinia johnstoni",1
"Drepanorhynchus reichenowi",1
"Cinnyris chloropygius",0
"Cinnyris minullus",1
"Cinnyris afer",1
"Cinnyris regius",0
"Cinnyris rockefelleri",1
"Cinnyris mediocris",1
"Cinnyris loveridgei",1
"Cinnyris mariquensis",0
"Cinnyris erythrocercus",0
"Cinnyris bifasciatus",1
"Cinnyris chalcomelas",1
"Cinnyris bouvieri",1
"Cinnyris osea",0
"Cinnyris habessinicus",1
"Cinnyris johannae",0
"Cinnyris superbus",0
"Cinnyris rufipennis",0
"Cinnyris oustaleti",0
"Cinnyris talatala",0
"Cinnyris venustus",1
"Cinnyris fuscus",1
"Cinnyris ursulae",0
"Cinnyris batesi",1
"Cinnyris cupreus",1
"Cinnyris asiaticus",1
"Cinnyris ornatus",1
"Cinnyris jugularis",1
"Cinnyris aurora",1
"Cinnyris frenatus",1
"Cinnyris infrenatus",1
"Cinnyris teysmanni",1
"Cinnyris clementiae",1
"Cinnyris idenburgi",0
"Cinnyris buettikoferi",0
"Cinnyris solaris",0
"Cinnyris sovimanga",1
"Cinnyris notatus",1
"Cinnyris dussumieri",1
"Cinnyris lotenius",0
"Aethopyga boltoni",1
"Aethopyga linaraborae",1
"Aethopyga flagrans",1
"Aethopyga pulcherrima",0
"Aethopyga duyvenbodei",1
"Aethopyga shelleyi",1
"Aethopyga bella",1
"Aethopyga nipalensis",0
"Aethopyga eximia",0
"Aethopyga saturata",0
"Aethopyga siparaja",0
"Aethopyga mystacalis",0
"Aethopyga ignicauda",1
"Arachnothera longirostra",0
"Arachnothera crassirostris",0
"Arachnothera robusta",0
"Arachnothera flavigaster",0
"Arachnothera chrysogenys",0
"Arachnothera clarae",0
"Arachnothera modesta",0
"Arachnothera affinis",0
"Arachnothera everetti",0
"Arachnothera magna",1
"Hypocryptadius cinnamomeus",1
"Onychostruthus taczanowskii",1
"Montifringilla adamsi",1
"Pyrgilauda theresae",1
"Pyrgilauda ruficollis",1
"Pyrgilauda davidiana",1
"Pyrgilauda blanfordi",1
"Gymnoris dentata",0
"Passer melanurus",0
"Passer eminibey",1
"Passer rufocinctus",0
"Passer griseus",1
"Passer swainsonii",1
"Passer diffusus",0
"Passer pyrrhonotus",1
"Passer cinnamomeus",1
"Passer ammodendri",1
"Passer hispaniolensis",1
"Passer italiae",0
"Passer castanopterus",1
"Passer iagoensis",1
"Passer zarudnyi",0
"Passer euchlorus",1
"Passer luteus",1
"Bubalornis albirostris",1
"Bubalornis niger",1
"Plocepasser mahali",1
"Plocepasser donaldsoni",1
"Histurgops ruficauda",0
"Pseudonigrita arnaudi",0
"Pseudonigrita cabanisi",1
"Philetairus socius",0
"Amblyospiza albifrons",0
"Ploceus baglafecht",1
"Ploceus bannermani",0
"Ploceus nigrimentus",0
"Ploceus pelzelni",1
"Ploceus luteolus",0
"Ploceus ocularis",1
"Ploceus brachypterus",1
"Ploceus alienus",1
"Ploceus melanogaster",1
"Ploceus capensis",1
"Ploceus temporalis",1
"Ploceus subaureus",1
"Ploceus xanthops",0
"Ploceus aurantius",0
"Ploceus heuglini",1
"Ploceus bojeri",0
"Ploceus castaneiceps",0
"Ploceus princeps",1
"Ploceus castanops",0
"Ploceus xanthopterus",0
"Ploceus burnieri",0
"Ploceus galbula",1
"Ploceus taeniopterus",1
"Ploceus intermedius",0
"Ploceus velatus",1
"Ploceus katangae",0
"Ploceus ruweti",0
"Ploceus reichardi",0
"Ploceus spekei",0
"Ploceus spekeoides",0
"Ploceus cucullatus",1
"Ploceus grandis",0
"Ploceus castaneofuscus",1
"Ploceus nigerrimus",1
"Ploceus golandi",1
"Ploceus dichrocephalus",0
"Ploceus melanocephalus",1
"Ploceus jacksoni",0
"Ploceus badius",1
"Ploceus rubiginosus",1
"Ploceus tricolor",1
"Ploceus albinucha",1
"Ploceus sakalava",0
"Ploceus superciliosus",0
"Ploceus benghalensis",1
"Ploceus manyar",1
"Ploceus philippinus",0
"Ploceus megarhynchus",0
"Ploceus bicolor",1
"Ploceus olivaceiceps",1
"Ploceus insignis",1
"Malimbus ballmanni",1
"Malimbus ibadanensis",1
"Malimbus nitens",1
"Malimbus rubricollis",1
"Malimbus erythrogaster",1
"Anaplectes rubriceps",1
"Quelea cardinalis",1
"Quelea erythrops",1
"Quelea quelea",1
"Brachycope anomala",0
"Euplectes afer",1
"Euplectes diadematus",1
"Euplectes hordeaceus",1
"Euplectes orix",1
"Euplectes aureus",1
"Euplectes capensis",1
"Euplectes macroura",1
"Euplectes jacksoni",1
"Spermestes bicolor",1
"Padda fuscata",1
"Lonchura tristissima",1
"Lonchura leucosticta",1
"Lonchura punctulata",1
"Lonchura atricapilla",1
"Lonchura caniceps",1
"Chloebia gouldiae",1
"Coccopygia quartinia",1
"Mandingoa nitidula",0
"Cryptospiza salvadorii",0
"Cryptospiza reichenovii",1
"Parmoptila jamesoni",1
"Estrilda melpoda",1
"Ortygospiza atricollis",0
"Amadina fasciata",1
"Amandava formosa",1
"Amandava amandava",1
"Uraeginthus bengalus",1
"Pyrenestes minor",0
"Vidua nigeriae",0
"Vidua maryae",0
"Vidua camerunensis",1
"Prunella collaris",1
"Prunella himalayana",1
"Prunella rubeculoides",1
"Prunella montanella",0
"Prunella fulvescens",0
"Prunella atrogularis",0
"Prunella modularis",0
"Dendronanthus indicus",0
"Motacilla flava",1
"Motacilla citreola",1
"Motacilla capensis",1
"Motacilla alba",1
"Motacilla aguimp",1
"Motacilla grandis",0
"Motacilla maderaspatensis",1
"Tmetothylacus tenellus",1
"Macronyx sharpei",0
"Macronyx fuelleborni",0
"Macronyx capensis",0
"Macronyx croceus",0
"Macronyx aurantiigula",0
"Anthus rufulus",0
"Anthus novaeseelandiae",1
"Anthus pratensis",1
"Anthus trivialis",1
"Anthus hodgsoni",1
"Anthus gustavi",0
"Anthus cervinus",0
"Anthus japonicus",1
"Anthus rubescens",1
"Anthus spinoletta",0
"Anthus petrosus",0
"Anthus crenatus",0
"Anthus brachyurus",0
"Anthus caffer",0
"Anthus melindae",1
"Hemimacronyx chloris",0
"Anthus gutturalis",1
"Anthus spragueii",1
"Anthus chii",0
"Anthus furcatus",1
"Anthus correndera",0
"Anthus bogotensis",0
"Fringilla coelebs",1
"Coccothraustes coccothraustes",1
"Pyrrhula erythrocephala",1
"Rhodopechys sanguineus",1
"Rhodopechys alienus",0
"Bucanetes githagineus",1
"Bucanetes mongolicus",1
"Leucosticte nemoricola",1
"Leucosticte brandti",1
"Leucosticte arctoa",1
"Carpodacus erythrinus",1
"Carpodacus rubicilla",1
"Carpodacus grandis",1
"Carpodacus pulcherrimus",0
"Carpodacus davidianus",0
"Carpodacus synoicus",1
"Carpodacus stoliczkae",1
"Carpodacus sibiricus",1
"Carpodacus lepidus",1
"Carpodacus roseus",1
"Carpodacus thura",0
"Carpodacus dubius",1
"Drepanis coccinea",0
"Palmeria dolei",0
"Himatione sanguinea",1
"Hemignathus wilsoni",1
"Manucerthia mana",1
"Loxops coccineus",1
"Chloris chloris",1
"Chloris sinica",1
"Chloris kittlitzi",1
"Chloris spinoides",1
"Rhodospiza obsoleta",1
"Rhynchostruthus percivali",0
"Rhynchostruthus louisae",0
"Linurgus olivaceus",0
"Crithagra atrogularis",1
"Crithagra reichenowi",1
"Crithagra rothschildi",0
"Crithagra citrinipectus",1
"Crithagra mozambica",1
"Crithagra menachensis",1
"Crithagra totta",1
"Crithagra donaldsoni",0
"Crithagra buchanani",0
"Crithagra flaviventris",1
"Crithagra sulphurata",1
"Crithagra striatipectus",0
"Crithagra reichardi",0
"Crithagra gularis",1
"Crithagra mennelli",1
"Crithagra tristriata",0
"Crithagra albogularis",1
"Crithagra burtoni",0
"Crithagra striolata",1
"Crithagra leucoptera",1
"Linaria flavirostris",1
"Linaria cannabina",1
"Acanthis flammea",1
"Loxia pytyopsittacus",1
"Loxia scotica",0
"Loxia megaplaga",1
"Chrysocorythus estherae",0
"Chrysocorythus mindanensis",0
"Carduelis carduelis",1
"Serinus pusillus",1
"Serinus serinus",1
"Serinus syriacus",1
"Serinus canicollis",0
"Serinus flavivertex",1
"Serinus alario",1
"Spinus lawrencei",1
"Spinus psaltria",1
"Spinus spinus",1
"Spinus dominicensis",0
"Spinus barbatus",1
"Spinus magellanicus",1
"Spinus cucullatus",1
"Spinus atratus",1
"Spinus uropygialis",1
"Spinus crassirostris",1
"Euphonia musica",1
"Euphonia sclateri",1
"Euphonia flavifrons",1
"Euphonia cyanocephala",1
"Chlorophonia cyanea",1
"Euphonia jamaica",1
"Euphonia plumbea",1
"Euphonia chlorotica",1
"Euphonia godmani",1
"Euphonia affinis",1
"Euphonia chrysopasta",1
"Euphonia minuta",1
"Euphonia chalybea",1
"Euphonia violacea",1
"Euphonia laniirostris",0
"Euphonia xanthogaster",1
"Euphonia cayennensis",1
"Euphonia rufiventris",1
"Euphonia pectoralis",1
"Emberiza jankowskii",0
"Emberiza tahapisi",0
"Emberiza goslingi",0
"Emberiza socotrana",0
"Emberiza schoeniclus",1
"Chlorospingus semifuscus",1
"Rhynchospiza dabbenei",1
"Peucaea humeralis",0
"Arremonops conirostris",0
"Spizella atrogularis",1
"Arremon abeillei",0
"Arremon nigriceps",0
"Arremon taciturnus",0
"Arremon franciscanus",0
"Arremon semitorquatus",0
"Arremon dorbignii",1
"Arremon flavirostris",1
"Junco vulcani",0
"Zonotrichia capensis",0
"Zonotrichia atricapilla",1
"Artemisiospiza nevadensis",1
"Torreornis inexpectata",1
"Pipilo erythrophthalmus",1
"Atlapetes crassus",1
"Atlapetes tricolor",1
"Atlapetes schistaceus",0
